n,theory_size,theory_clos_size,systematicity,systematicity_type,gamma,alpha,beta
7,2,2,0.47619047619047605,sys_csw_beta,,,0.7
7,2,3,0.5476190476190474,sys_csw_beta,,,0.7
7,2,4,0.619047619047619,sys_csw_beta,,,0.7
7,2,5,0.6904761904761905,sys_csw_beta,,,0.7
7,2,6,0.7619047619047619,sys_csw_beta,,,0.7
7,2,7,0.8333333333333333,sys_csw_beta,,,0.7
7,3,3,0.3809523809523808,sys_csw_beta,,,0.7
7,3,4,0.45238095238095233,sys_csw_beta,,,0.7
7,3,5,0.5238095238095237,sys_csw_beta,,,0.7
7,3,6,0.5952380952380951,sys_csw_beta,,,0.7
7,3,7,0.6666666666666666,sys_csw_beta,,,0.7
7,4,4,0.2857142857142856,sys_csw_beta,,,0.7
7,4,5,0.3571428571428571,sys_csw_beta,,,0.7
7,4,6,0.4285714285714286,sys_csw_beta,,,0.7
7,4,7,0.5,sys_csw_beta,,,0.7
7,5,5,0.19047619047619035,sys_csw_beta,,,0.7
7,5,6,0.26190476190476186,sys_csw_beta,,,0.7
7,5,7,0.33333333333333326,sys_csw_beta,,,0.7
7,6,6,0.09523809523809512,sys_csw_beta,,,0.7
7,6,7,0.16666666666666652,sys_csw_beta,,,0.7
7,7,7,0.0,sys_csw_beta,,,0.7
7,1,1,0.888888888888889,sys_csw_beta,,,0.9
7,1,2,0.9074074074074074,sys_csw_beta,,,0.9
7,1,3,0.9259259259259259,sys_csw_beta,,,0.9
7,1,4,0.9444444444444444,sys_csw_beta,,,0.9
7,1,5,0.962962962962963,sys_csw_beta,,,0.9
7,1,6,0.9814814814814815,sys_csw_beta,,,0.9
7,1,7,1.0,sys_csw_beta,,,0.9
7,2,2,0.7407407407407407,sys_csw_beta,,,0.9
7,2,3,0.7592592592592593,sys_csw_beta,,,0.9
7,2,4,0.7777777777777778,sys_csw_beta,,,0.9
7,2,5,0.7962962962962963,sys_csw_beta,,,0.9
7,2,6,0.8148148148148149,sys_csw_beta,,,0.9
7,2,7,0.8333333333333334,sys_csw_beta,,,0.9
7,3,3,0.5925925925925926,sys_csw_beta,,,0.9
7,3,4,0.6111111111111112,sys_csw_beta,,,0.9
7,3,5,0.6296296296296297,sys_csw_beta,,,0.9
7,3,6,0.6481481481481481,sys_csw_beta,,,0.9
7,3,7,0.6666666666666667,sys_csw_beta,,,0.9
7,4,4,0.44444444444444453,sys_csw_beta,,,0.9
7,4,5,0.4629629629629629,sys_csw_beta,,,0.9
7,4,6,0.4814814814814815,sys_csw_beta,,,0.9
7,4,7,0.5,sys_csw_beta,,,0.9
7,5,5,0.2962962962962964,sys_csw_beta,,,0.9
7,5,6,0.3148148148148149,sys_csw_beta,,,0.9
7,5,7,0.33333333333333337,sys_csw_beta,,,0.9
7,6,6,0.14814814814814825,sys_csw_beta,,,0.9
7,6,7,0.16666666666666674,sys_csw_beta,,,0.9
7,7,7,0.0,sys_csw_beta,,,0.9
7,1,1,0.0,sys_rec,,,
7,1,2,0.16666666666666666,sys_rec,,,
7,1,3,0.3333333333333333,sys_rec,,,
7,1,4,0.5,sys_rec,,,
7,1,5,0.6666666666666666,sys_rec,,,
7,1,6,0.8333333333333334,sys_rec,,,
7,1,7,1.0,sys_rec,,,
7,2,2,0.0,sys_rec,,,
7,2,3,0.1178511301977579,sys_rec,,,
7,2,4,0.2357022603955158,sys_rec,,,
7,2,5,0.35355339059327373,sys_rec,,,
7,2,6,0.4714045207910316,sys_rec,,,
7,2,7,0.5892556509887895,sys_rec,,,
7,3,3,0.0,sys_rec,,,
7,3,4,0.09622504486493763,sys_rec,,,
7,3,5,0.19245008972987526,sys_rec,,,
7,3,6,0.28867513459481287,sys_rec,,,
7,3,7,0.3849001794597505,sys_rec,,,
7,4,4,0.0,sys_rec,,,
7,4,5,0.08333333333333333,sys_rec,,,
7,4,6,0.16666666666666666,sys_rec,,,
7,4,7,0.25,sys_rec,,,
7,5,5,0.0,sys_rec,,,
7,5,6,0.07453559924999299,sys_rec,,,
7,5,7,0.14907119849998599,sys_rec,,,
7,6,6,0.0,sys_rec,,,
7,6,7,0.06804138174397717,sys_rec,,,
7,7,7,0.0,sys_rec,,,
