,tau,theory,theory_size,theory_clos_size,n,sig_theory,sig_tau,sig_restr,sig_restr_theory,sys_grec,sigma_content
522,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -6, -5, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
523,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, -1, -7, -6, -2}",7,7,7,1,46,1,1,0.0,0.0
524,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -6, -5, -4, -3, -1}",7,7,7,1,46,1,1,0.0,0.0
525,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -1, -7, -6, -4, -2}",7,7,7,1,46,1,1,0.0,0.0
526,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -1, -6, -5, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
527,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -7, -6, -5, -3, -1}",7,7,7,1,46,1,1,0.0,0.0
528,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -6, -5, -4, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
529,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -1, -6, -5, -4, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
530,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -7, -6, -5, -4, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
531,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -7, -6, -5, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
532,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -1, -7, -6, -5, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
533,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, 7, -6, -3, -1}",7,7,7,1,46,1,1,0.0,0.0
534,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -1, -6, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
535,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -7, -6, -4, -3, -1}",7,7,7,1,46,1,1,0.0,0.0
536,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, -7, -6, -3, -1}",7,7,7,1,46,1,1,0.0,0.0
537,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 5, -7, -6, -4, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
538,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, -1, -7, -6, -4, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
539,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 5, -7, -6, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
540,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, -1, -7, -6, -3, -2}",7,7,7,1,46,1,1,0.0,0.0
541,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -5, -4, -3}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
542,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -5, -4, -3, -1}",6,6,7,2,46,2,2,0.0,0.0
543,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -5, -4, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
544,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -5, -3, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
545,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, 7, -4, -3, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
546,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -5, -4, -3, -1}",6,6,7,2,46,2,2,0.0,0.0
547,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 6, -5, -4, -3, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
548,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -5, -4, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
549,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -5, -4, -3}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
550,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -5, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
551,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -5, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
552,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, 7, -4, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
553,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -5, -4, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
554,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 6, -5, -4, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
555,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -1, -5, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
556,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -1, -5, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
557,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, 7, -1, -4, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
558,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -1, -5, -4, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
559,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{6, -1, -5, -4, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
560,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -5, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
561,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7, -5, -3}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
562,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7, -5, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
563,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, 7, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
564,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -5, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
565,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 6, -5, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
566,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -5, -3, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
567,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -1, -5, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
568,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, 7, -1, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
569,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -1, -5, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
570,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 6, -1, -5, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
571,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, 7, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
572,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, 7, -3, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
573,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, 7, -1, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
574,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{5, 6, 7, -1, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
575,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -1, -3, -2}",6,6,7,2,46,2,2,0.0,0.0
576,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 6, -1, -3, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
577,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -6, -5, -4}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
578,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -6, -5, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
579,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -5, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
580,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
581,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -6, -4, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
582,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 7, -5, -4, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
583,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -6, -5, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
584,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7, -6, -5}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
585,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
586,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 7, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
587,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
588,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 7, -5, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
589,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
590,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
591,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -6, -5, -4}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
592,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 7, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
593,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
594,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -6, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
595,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 7, -5, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
596,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
597,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -1, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
598,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -1, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
599,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -1, -6, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
600,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 7, -1, -5, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
601,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
602,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
603,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7, -6, -5}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
604,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, 7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
605,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7, -6, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
606,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, 7, -5, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
607,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
608,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 7, -1, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
609,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -1, -6, -2}",6,6,7,2,46,2,2,0.0,0.0
610,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 7, -1, -5, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
611,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -1, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
612,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -6, -5, -4}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
613,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -5, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
614,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -7, -6, -5, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
615,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
616,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -6, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
617,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, -7, -5, -4, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
618,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, -7, -6, -5}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
619,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -7, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
620,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, -7, -6, -5, -1}",6,6,7,2,46,2,2,0.0,0.0
621,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, -7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
622,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, -7, -5, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
623,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -7, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
624,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -6, -5, -4}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
625,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, -7, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
626,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
627,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -6, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
628,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, -7, -5, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
629,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{-1, -7, -6, -5, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
630,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
631,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -7, -6, -4, -2}",6,6,7,2,46,2,2,0.0,0.0
632,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, -1, -7, -5, -4, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
633,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
634,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, -7, -6, -5}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
635,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 4, -7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
636,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, -7, -6, -2}",6,6,7,2,46,2,2,0.0,0.0
637,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{1, 3, 4, -7, -5, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
638,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, -1, -7, -6, -5, -2}",6,6,7,2,46,2,2,0.0,0.0
639,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -1, -7, -6, -2}",6,6,7,2,46,2,2,0.0,0.0
640,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, -1, -7, -5, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
641,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, 7, -6}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
642,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
643,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, 7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
644,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, 7, -6, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
645,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, 7, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
646,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
647,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7, -6, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
648,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{4, 5, 7, -1, -6, -2}",6,6,7,2,46,2,2,0.0,0.0
649,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, 7, -1, -6, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
650,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, 7, -1, -2}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
651,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, -1, -6, -2}",6,6,7,2,46,2,2,0.0,0.0
652,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -7, -6, -4}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
653,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 5, -7, -6, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
654,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 5, -7, -6, -4, -1}",6,6,7,2,46,2,2,0.0,0.0
655,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
656,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -7, -4, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
657,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 5, -6, -4, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
658,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -5, -4, -3}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
659,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{7, -6, -5, -4, -3, -1}",6,6,7,2,46,2,2,0.0,0.0
660,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -5, -3, -1}",6,6,7,2,46,2,2,0.0,0.0
661,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 7, -6, -4, -3, -1}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
662,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, -6, -5, -4, -3, -1}",6,6,7,2,46,2,2,0.0,0.0
663,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 3, 4, 5, -7, -6}",6,7,7,1,46,2,1,0.027777777777777776,0.16666666666666666
664,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{3, 4, 5, -7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
665,"[[2, 6, -4], [1, -2], [3, -6], [5, 7, 4], [6, 7], [1, 7, -5]]","{2, 4, 5, -7, -6, -1}",6,6,7,2,46,2,2,0.0,0.0
